company,tier,primary_source,valuation_b_latest,valuation_usd,funding_original_usd,funding_audited_usd,funding_audit_flag,industry_raw,industry_group,country,continent,city,founded_year,date_joined_unicorn,unicorn_year,era,years_to_unicorn,years_to_unicorn_flag,outcome,investors,investor_count,accelerator,in_yc,in_techstars,in_500global,valuation_asof,exit_date,exit_reason,exit_valuation_b,funding_total_usd,funding_rounds,first_funding_at,last_funding_at,status_asof,batch,batch_year,team_size,funding_stage,date_joined_parsed,is_unicorn_history,_ingested_at,_source_file,select_investor_count,_flag_long_path,_flag_missing_valuation,_flag_invalid_continent,ln_valuation,ln_funding
Skims,unicorn_current,CB Insights unicorn list (2026-07),5.0,5000000000.0,399000000000.0,399000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,Los Angeles,2019.0,4/9/2021,2021.0,2021,2.0,,operating,"Thrive Capital, Alliance Consumer Growth, Imaginary Ventures",3.0,,False,False,False,2026-07,,,,399000000000.0,,,,,,,,,2021-04-09,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.33270374938051,19.80447197485414
Hopper,unicorn_current,CB Insights unicorn list (2026-07),5.0,5000000000.0,599000000000.0,599000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,Canada,North America,Montreal,2007.0,3/24/2021,2021.0,2021,14.0,,operating,"Capital One Growth Ventures, Citi Ventures, OMERS Ventures",3.0,,False,False,False,2026-07,,,,599000000000.0,,,,,,,,,2021-03-24,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.33270374938051,20.210772156079724
Coalition,unicorn_current,CB Insights unicorn list (2026-07),5.0,5000000000.0,505000000000.0,505000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Insurance,Fintech,United States,North America,San Francisco,2017.0,3/17/2021,2021.0,2021,4.0,,operating,"Two Sigma Ventures, Flint Capital, Commerce Ventures",3.0,,False,False,False,2026-07,,,,505000000000.0,,,,,,,,,2021-03-17,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.33270374938051,20.040068987239636
Island,unicorn_current,CB Insights unicorn list (2026-07),5.0,5000000000.0,215000000000.0,215000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Dallas,2020.0,3/23/2022,2022.0,Post-2021,2.0,,operating,"Insight Partners, Sequoia Capital, Stripes Group",3.0,,False,False,False,2026-07,,,,215000000000.0,,,,,,,,,2022-03-23,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.33270374938051,19.186148586091935
OakNorth Bank,unicorn_current,CB Insights unicorn list (2026-07),5.0,5000000000.0,1000000000.0,1000000000.0,ok_or_missing,Financial Services,Fintech,United Kingdom,Europe,London,2015.0,10/12/2017,2017.0,Pre-2021,2.0,,operating,"Clermont Group, Coltrane Asset Management, Toscafund Asset Management",3.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2017-10-12,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.33270374938051,20.72326583694641
ShareChat,unicorn_current,CB Insights unicorn list (2026-07),5.0,5000000000.0,1000000000.0,1000000000.0,ok_or_missing,Media & Entertainment,AI & Data,India,Asia,Bengaluru,2015.0,4/8/2021,2021.0,2021,6.0,,operating,"India Quotient, Elevation Capital, Lightspeed Venture Partners",3.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2021-04-08,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.33270374938051,20.72326583694641
Cerebral,unicorn_current,CB Insights unicorn list (2026-07),4.8,4800000000.0,462000000000.0,462000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,United States,North America,San Francisco,2020.0,6/10/2021,2021.0,2021,1.0,,operating,"Oak HC/FT Partners, Artis Ventures, WestCap Group",3.0,,False,False,False,2026-07,,,,462000000000.0,,,,,,,,,2021-06-10,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.291881754860256,19.951075449046012
Reify Health,unicorn_current,CB Insights unicorn list (2026-07),4.8,4800000000.0,259000000000.0,259000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,United States,North America,Boston,2012.0,8/10/2021,2021.0,2021,9.0,,operating,"Sierra Ventures, Battery Ventures, Asset Management Ventures",3.0,,False,False,False,2026-07,,,,259000000000.0,,,,,,,,,2021-08-10,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.291881754860256,19.37233861966381
Chipone,unicorn_current,CB Insights unicorn list (2026-07),4.73,4730000000.0,1000000000.0,1000000000.0,ok_or_missing,Industrials,Hardware & Industrials,China,Asia,Beijing,2008.0,12/16/2021,2021.0,2021,13.0,,operating,"China Grand Prosperity Investment, Silk Road Huacheng, Oriza Equity Investment",3.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2021-12-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.27719103945025,20.72326583694641
BetterUp,unicorn_current,CB Insights unicorn list (2026-07),4.7,4700000000.0,567000000000.0,567000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2013.0,2/25/2021,2021.0,2021,8.0,,operating,"Threshold Ventures, Lightspeed Venture Partners, Crosslink Capital",3.0,,False,False,False,2026-07,,,,567000000000.0,,,,,,,,,2021-02-25,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.270828345662423,20.155869861692025
Pleo,unicorn_current,CB Insights unicorn list (2026-07),4.7,4700000000.0,428000000000.0,428000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,Denmark,Europe,Copenhagen,2015.0,7/6/2021,2021.0,2021,6.0,,operating,"Creandum, Founders, Kinnevik",3.0,,False,False,False,2026-07,,,,428000000000.0,,,,,,,,,2021-07-06,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.270828345662423,19.87463375354607
Checkr,unicorn_current,CB Insights unicorn list (2026-07),4.6,4600000000.0,559000000000.0,559000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2014.0,9/19/2019,2019.0,Pre-2021,5.0,,operating,"Y Combinator, Accel, T. Rowe Price",3.0,,True,False,False,2026-07,,,,559000000000.0,,,,,,,,,2019-09-19,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.24932214044146,20.141660031119372
Color,unicorn_current,CB Insights unicorn list (2026-07),4.6,4600000000.0,497000000000.0,497000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,United States,North America,Burlingame,2013.0,1/4/2021,2021.0,2021,8.0,,operating,"General Catalyst, Viking Global Investors, T. Rowe Price",3.0,,False,False,False,2026-07,,,,497000000000.0,,,,,,,,,2021-01-04,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.24932214044146,20.024100584060903
Lendable,unicorn_current,CB Insights unicorn list (2026-07),4.58,4580000000.0,286000000000.0,286000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United Kingdom,Europe,London,2014.0,3/31/2021,2021.0,2021,7.0,,operating,"Ontario Teachers' Pension Plan, Goldman Sachs",2.0,,False,False,False,2026-07,,,,286000000000.0,,,,,,,,,2021-03-31,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,False,False,False,22.244964835072505,19.471502368784126
GrubMarket,unicorn_current,CB Insights unicorn list (2026-07),4.55,4550000000.0,382000000000.0,382000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,San Francisco,2013.0,9/14/2021,2021.0,2021,8.0,,operating,"GGV Capital, BlackRock, ACE & Company",3.0,,True,False,False,2026-07,,,,382000000000.0,,,,,,,,,2021-09-14,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.23839306990927,19.76093116657085
CRED,unicorn_current,CB Insights unicorn list (2026-07),4.5,4500000000.0,922000000000.0,922000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,India,Asia,Bengaluru,2018.0,4/6/2021,2021.0,2021,3.0,,operating,"Tiger Global Management, DST Global, Sequoia Capital India",3.0,,False,False,False,2026-07,,,,922000000000.0,,,,,,,,,2021-04-06,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.227343233722685,20.642055781520867
OneTrust,unicorn_current,CB Insights unicorn list (2026-07),4.5,4500000000.0,926000000000.0,926000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Atlanta,2016.0,7/11/2019,2019.0,Pre-2021,3.0,,operating,Insight Partners,1.0,,False,False,False,2026-07,,,,926000000000.0,,,,,,,,,2019-07-11,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,False,False,False,22.227343233722685,20.646384792610455
Socure,unicorn_current,CB Insights unicorn list (2026-07),4.5,4500000000.0,644000000000.0,644000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,New York,2012.0,3/16/2021,2021.0,2021,9.0,,operating,"Two Sigma Ventures, Flint Capital, Commerce Ventures",3.0,,False,False,False,2026-07,,,,644000000000.0,,,,,,,,,2021-03-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.227343233722685,20.28320928406863
wefox,unicorn_current,CB Insights unicorn list (2026-07),4.5,4500000000.0,919000000000.0,919000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Insurance,Fintech,Germany,Europe,Berlin,2014.0,3/5/2019,2019.0,Pre-2021,5.0,,operating,"Salesforce Ventures, Seedcamp, OMERS Ventures",3.0,,False,False,False,2026-07,,,,919000000000.0,,,,,,,,,2019-03-05,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.227343233722685,20.63879668031996
VIPKid,unicorn_current,CB Insights unicorn list (2026-07),4.5,4500000000.0,1000000000.0,1000000000.0,ok_or_missing,Consumer & Retail,AI & Data,China,Asia,Beijing,2013.0,8/4/2016,2016.0,Pre-2021,3.0,,operating,"Sequoia Capital China, Tencent Holdings, Sinovation Ventures",3.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2016-08-04,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.227343233722685,20.72326583694641
Guild Education,unicorn_current,CB Insights unicorn list (2026-07),4.4,4400000000.0,379000000000.0,379000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Denver,2015.0,11/13/2019,2019.0,Pre-2021,4.0,,operating,"General Atlantic, Blackstone, ICONIQ Growth",3.0,,False,False,False,2026-07,,,,379000000000.0,,,,,,,,,2019-11-13,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.204870377870627,19.7530467630467
Skydio,unicorn_current,CB Insights unicorn list (2026-07),4.4,4400000000.0,340000000000.0,340000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,United States,North America,Redwood City,2014.0,2/25/2021,2021.0,2021,7.0,,operating,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",4.0,,False,False,False,2026-07,,,,340000000000.0,,,,,,,,,2021-02-25,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,4,False,False,False,22.204870377870627,19.644456175574483
Outreach,unicorn_current,CB Insights unicorn list (2026-07),4.4,4400000000.0,489000000000.0,489000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Seattle,2011.0,4/16/2019,2019.0,Pre-2021,8.0,,operating,"Mayfield Fund, M12, Trinity Ventures",3.0,,False,True,False,2026-07,,,,489000000000.0,,,,,,,,,2019-04-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.204870377870627,20.007873047439148
Arctic Wolf Networks,unicorn_current,CB Insights unicorn list (2026-07),4.3,4300000000.0,498000000000.0,498000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Eden Prairie,2012.0,10/22/2020,2020.0,Pre-2021,8.0,,operating,"Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors",3.0,,False,False,False,2026-07,,,,498000000000.0,,,,,,,,,2020-10-22,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.18188085964593,20.026110634988928
OutSystems,unicorn_current,CB Insights unicorn list (2026-07),4.3,4300000000.0,572000000000.0,572000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,Portugal,Europe,Linda-a-Velha,2001.0,6/5/2018,2018.0,Pre-2021,17.0,,operating,"KKR, ES Ventures, North Bridge Growth Equity",3.0,,False,False,False,2026-07,,,,572000000000.0,,,,,,,,,2018-06-05,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.18188085964593,20.164649549344073
Sorare,unicorn_current,CB Insights unicorn list (2026-07),4.3,4300000000.0,739000000000.0,739000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,France,Europe,Saint Mande,2019.0,9/21/2021,2021.0,2021,2.0,,operating,"Benchmark, Accel, SoftBank Group",3.0,,False,False,False,2026-07,,,,739000000000.0,,,,,,,,,2021-09-21,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.18188085964593,20.420808478912477
Miaoshou Doctor,unicorn_current,CB Insights unicorn list (2026-07),4.25,4250000000.0,947000000000.0,947000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,China,Asia,Beijing,2015.0,6/27/2019,2019.0,Pre-2021,4.0,,operating,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",3.0,,False,False,False,2026-07,,,,947000000000.0,,,,,,,,,2019-06-27,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.170184819882735,20.66880965115035
Anchorage Digital,unicorn_current,CB Insights unicorn list (2026-07),4.2,4200000000.0,487000000000.0,487000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,San Francisco,2017.0,12/15/2021,2021.0,2021,4.0,,operating,"Andreessen Horowitz, Blockchain Capital, Lux Capital",3.0,,False,False,False,2026-07,,,,487000000000.0,,,,,,,,,2021-12-15,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.158350362235733,20.003774681046863
Relativity Space,unicorn_current,CB Insights unicorn list (2026-07),4.2,4200000000.0,1000000000.0,1000000000.0,ok_or_missing,Industrials,Hardware & Industrials,United States,North America,Long Beach,2016.0,11/23/2020,2020.0,Pre-2021,4.0,,operating,"Playground Global, Bond, Tribe Capital",3.0,,True,False,False,2026-07,,,,1000000000.0,,,,,,,,,2020-11-23,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.158350362235733,20.72326583694641
Globalization Partners,unicorn_current,CB Insights unicorn list (2026-07),4.2,4200000000.0,350000000000.0,350000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Boston,2012.0,1/24/2022,2022.0,Post-2021,10.0,,operating,"Vista Equity Partners, Wincove, TDR Capital",3.0,,False,False,False,2026-07,,,,350000000000.0,,,,,,,,,2022-01-24,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.158350362235733,19.67344371244773
ThoughtSpot,unicorn_current,CB Insights unicorn list (2026-07),4.2,4200000000.0,664000000000.0,664000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Mountain View,2012.0,5/8/2018,2018.0,Pre-2021,6.0,,operating,"Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital",3.0,,False,False,False,2026-07,,,,664000000000.0,,,,,,,,,2018-05-08,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.158350362235733,20.313792707440708
BitPanda,unicorn_current,CB Insights unicorn list (2026-07),4.11,4110000000.000001,546000000000.0,546000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,Austria,Europe,Vienna,2014.0,3/16/2021,2021.0,2021,7.0,,operating,"Speedinvest, Valar Ventures, Uniqa Ventures",3.0,,False,False,False,2026-07,,,,546000000000.0,,,,,,,,,2021-03-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.136688865454555,20.11812953370918
Weee!,unicorn_current,CB Insights unicorn list (2026-07),4.1,4100000000.0,864000000000.0,864000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,Fremont,2015.0,3/16/2021,2021.0,2021,6.0,,operating,"Goodwater Capital, iFly, XVC Venture Capital",3.0,,False,False,False,2026-07,,,,864000000000.0,,,,,,,,,2021-03-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.134252810656672,20.577083326768328
Dataminr,unicorn_current,CB Insights unicorn list (2026-07),4.1,4100000000.0,1000000000.0,1000000000.0,ok_or_missing,Enterprise Tech,Enterprise Software,United States,North America,New York,2009.0,6/4/2018,2018.0,Pre-2021,9.0,,operating,"Venrock, Institutional Venture Partners, Goldman Sachs",3.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2018-06-04,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.134252810656672,20.72326583694641
Houzz,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,614000000000.0,614000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,Palo Alto,2008.0,9/30/2014,2014.0,Pre-2021,6.0,,operating,"New Enterprise Associates, Sequoia Capital, Comcast Ventures",3.0,,False,False,False,2026-07,,,,614000000000.0,,,,,,,,,2014-09-30,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.1095601980663,20.235505486111418
Yello Mobile,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,216000000000.0,216000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,South Korea,Asia,Seoul,2012.0,11/11/2014,2014.0,Pre-2021,2.0,,operating,Formation 8,1.0,,False,False,False,2026-07,,,,216000000000.0,,,,,,,,,2014-11-11,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,False,False,False,22.1095601980663,19.19078896564844
MEGVII,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,1000000000.0,1000000000.0,ok_or_missing,Enterprise Tech,Enterprise Software,China,Asia,Beijing,2011.0,10/31/2017,2017.0,Pre-2021,6.0,,operating,"Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company",3.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2017-10-31,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.1095601980663,20.72326583694641
Greensill,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,2000000000.0,2000000000.0,ok_or_missing,Financial Services,Fintech,United Kingdom,Europe,London,2011.0,7/16/2018,2018.0,Pre-2021,7.0,,operating,"SoftBank Group, General Atlantic",2.0,,False,False,False,2026-07,,,,2000000000.0,,,,,,,,,2018-07-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,False,False,False,22.1095601980663,21.416413017506358
Impossible Foods,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,2000000000.0,2000000000.0,ok_or_missing,Consumer & Retail,AI & Data,United States,North America,Redwood City,2011.0,5/13/2019,2019.0,Pre-2021,8.0,,operating,"Khosla Ventures, Horizons Ventures, Temasek Holdings",3.0,,False,False,False,2026-07,,,,2000000000.0,,,,,,,,,2019-05-13,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.1095601980663,21.416413017506358
Radiology Partners,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,1000000000.0,1000000000.0,ok_or_missing,Healthcare & Life Sciences,Health & Bio,United States,North America,El Segundo,2012.0,2/26/2018,2018.0,Pre-2021,6.0,,operating,"New Enterprise Associates, Starr Investment Holdings",2.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2018-02-26,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,False,False,False,22.1095601980663,20.72326583694641
Next Insurance,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,881000000000.0,881000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Insurance,Fintech,United States,North America,Palo Alto,2016.0,10/7/2019,2019.0,Pre-2021,3.0,,operating,"Zeev Ventures, Ribbit Capital, TLV Partners",3.0,,False,False,False,2026-07,,,,881000000000.0,,,,,,,,,2019-10-07,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.1095601980663,20.596568183900455
PointClickCare,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,230000000000.0,230000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,Canada,North America,Mississauga,2000.0,1/7/2021,2021.0,2021,21.0,,operating,"Dragoneer Investment Group, Hellman & Friedman, JMI Equity",3.0,,False,False,False,2026-07,,,,230000000000.0,,,,,,,,,2021-01-07,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.1095601980663,19.25358986688747
The Brandtech Group,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,610000000000.0,610000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,New York,2015.0,11/19/2019,2019.0,Pre-2021,4.0,,operating,Undisclosed,1.0,,False,False,False,2026-07,,,,610000000000.0,,,,,,,,,2019-11-19,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,False,False,False,22.1095601980663,20.22896951513163
Clubhouse,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,110000000000.0,110000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,United States,North America,San Francisco,2020.0,1/24/2021,2021.0,2021,1.0,,operating,"Andreessen Horowitz, TQ Ventures",2.0,,False,False,False,2026-07,,,,110000000000.0,,,,,,,,,2021-01-24,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,False,False,False,22.1095601980663,18.51599092375669
Tekion,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,435000000000.0,435000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,United States,North America,Pleasanton,2016.0,10/21/2020,2020.0,Pre-2021,4.0,,operating,"Airbus Ventures, Index Ventures, Advent International",3.0,,False,False,False,2026-07,,,,435000000000.0,,,,,,,,,2020-10-21,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.1095601980663,19.89085658905296
Zapier,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,1000000000.0,1000000000.0,ok_or_missing,Enterprise Tech,Enterprise Software,United States,North America,Sunnyvale,2011.0,1/14/2021,2021.0,2021,10.0,,operating,"Sequoia Capital, Bessemer Venture Partners, Threshold Ventures",3.0,,True,False,False,2026-07,,,,1000000000.0,,,,,,,,,2021-01-14,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.1095601980663,20.72326583694641
BrowserStack,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,250000000000.0,250000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,Ireland,Europe,Dublin,2011.0,6/16/2021,2021.0,2021,10.0,,operating,"Accel, Insight Partners, Bond Capital",3.0,,False,False,False,2026-07,,,,250000000000.0,,,,,,,,,2021-06-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.1095601980663,19.33697147582652
ClickUp,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,535000000000.0,535000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Diego,2017.0,12/15/2020,2020.0,Pre-2021,3.0,,operating,"Georgian Partners, Craft Ventures",2.0,,False,False,False,2026-07,,,,535000000000.0,,,,,,,,,2020-12-15,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,False,False,False,22.1095601980663,20.09777730486028
Farmers Business Network,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,870000000000.0,870000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,United States,North America,San Francisco,2014.0,8/3/2020,2020.0,Pre-2021,6.0,,operating,"Blackrock, Kleiner Perkins Caulfield & Byers, Google Ventures",3.0,,False,False,False,2026-07,,,,870000000000.0,,,,,,,,,2020-08-03,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.1095601980663,20.584003769612902
Branch,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,667000000000.0,667000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Redwood City,2014.0,9/10/2018,2018.0,Pre-2021,4.0,,operating,"New Enterprise Associates, Pear, Cowboy Ventures",3.0,,False,False,False,2026-07,,,,667000000000.0,,,,,,,,,2018-09-10,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,22.1095601980663,20.318300603879898
