company,tier,primary_source,valuation_b_latest,valuation_usd,funding_original_usd,funding_audited_usd,funding_audit_flag,industry_raw,industry_group,country,continent,city,founded_year,date_joined_unicorn,unicorn_year,era,years_to_unicorn,years_to_unicorn_flag,outcome,investors,investor_count,accelerator,in_yc,in_techstars,in_500global,valuation_asof,exit_date,exit_reason,exit_valuation_b,funding_total_usd,funding_rounds,first_funding_at,last_funding_at,status_asof,batch,batch_year,team_size,funding_stage,date_joined_parsed,is_unicorn_history,_ingested_at,_source_file,select_investor_count,is_unicorn
GOAT,unicorn_current,CB Insights unicorn list (2026-07),3.7,3700000000.0,493000000000.0,493000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,Culver City,2015.0,9/23/2020,2020.0,Pre-2021,5.0,,operating,"Upfront Ventures, Webb Investment Network, D1 Capital Partners",3.0,,True,False,False,2026-07,,,,493000000000.0,,,,,,,,,2020-09-23,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Noom,unicorn_current,CB Insights unicorn list (2026-07),3.7,3700000000.0,657000000000.0,657000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,United States,North America,New York,2006.0,5/24/2021,2021.0,2021,15.0,,operating,"Qualcomm Ventures, Samsung Ventures, Silver Lake",3.0,,False,False,False,2026-07,,,,657000000000.0,,,,,,,,,2021-05-24,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Papaya Global,unicorn_current,CB Insights unicorn list (2026-07),3.7,3700000000.0,440000000000.0,440000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,New York,2016.0,3/4/2021,2021.0,2021,5.0,,operating,"Bessemer Venture Partners, Insight Partners, New Era Ventures",3.0,,False,False,False,2026-07,,,,440000000000.0,,,,,,,,,2021-03-04,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Abogen,unicorn_current,CB Insights unicorn list (2026-07),3.7,3700000000.0,1000000000.0,1000000000.0,ok_or_missing,Healthcare & Life Sciences,Health & Bio,China,Asia,Suzhou,2019.0,11/29/2021,2021.0,2021,2.0,,operating,"Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners",3.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2021-11-29,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Harness,unicorn_current,CB Insights unicorn list (2026-07),5.5,5500000000.0,195000000000.0,195000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2016.0,1/14/2021,2021.0,2021,5.0,,operating,"Menlo Ventures, Alkeon Capital Management, Citi Ventures",3.0,,False,False,False,2026-07,,,,195000000000.0,,,,,,,,,2021-01-14,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
o9 Solutions,unicorn_current,CB Insights unicorn list (2026-07),3.7,3700000000.0,417000000000.0,417000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Dallas,2009.0,4/28/2020,2020.0,Pre-2021,11.0,,operating,KKR,1.0,,False,False,False,2026-07,,,,417000000000.0,,,,,,,,,2020-04-28,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,1
Relativity,unicorn_current,CB Insights unicorn list (2026-07),3.6,3600000000.0,125000000000.0,125000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Chicago,2001.0,3/18/2021,2021.0,2021,20.0,,operating,"Silver Lake, ICONIQ Capital",2.0,,False,False,False,2026-07,,,,125000000000.0,,,,,,,,,2021-03-18,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,1
Whoop,unicorn_current,CB Insights unicorn list (2026-07),3.6,3600000000.0,404000000000.0,404000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,United States,North America,Boston,2012.0,10/28/2020,2020.0,Pre-2021,8.0,,operating,"NextView Ventures, Promus Ventures, Two Sigma Ventures",3.0,,False,False,False,2026-07,,,,404000000000.0,,,,,,,,,2020-10-28,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Course Hero,unicorn_current,CB Insights unicorn list (2026-07),3.6,3600000000.0,477000000000.0,477000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,Redwood City,2006.0,2/12/2020,2020.0,Pre-2021,14.0,,operating,"NewView Capital, Maveron, Ridge Ventures",3.0,,False,False,False,2026-07,,,,477000000000.0,,,,,,,,,2020-02-12,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
SpotOn,unicorn_current,CB Insights unicorn list (2026-07),3.6,3600000000.0,628000000000.0,628000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,San Francisco,2017.0,5/26/2021,2021.0,2021,4.0,,operating,"Dragoneer Investment Group, DST Global, Franklin Templeton",3.0,,False,False,False,2026-07,,,,628000000000.0,,,,,,,,,2021-05-26,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Otto Bock HealthCare,unicorn_current,CB Insights unicorn list (2026-07),3.52,3520000000.0,0.0,0.0,zero_funding_log_excluded,Healthcare & Life Sciences,Health & Bio,Germany,Europe,Duderstadt,1919.0,6/24/2017,2017.0,Pre-2021,98.0,,operating,EQT Partners,1.0,,False,False,False,2026-07,,,,0.0,,,,,,,,,2017-06-24,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,1
Chainguard,unicorn_current,CB Insights unicorn list (2026-07),3.5,3500000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,Kirkland,,7/25/2024,2024.0,Post-2021,,,operating,"Amplify Partners, MANTIS Venture Capital, Sequoia Capital",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2024-07-25,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Cribl,unicorn_current,CB Insights unicorn list (2026-07),3.5,3500000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,,8/25/2021,2021.0,2021,,,operating,"Institutional Venture Partners, CRV, Sequoia Capital",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2021-08-25,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Hippocratic AI,unicorn_current,CB Insights unicorn list (2026-07),3.5,3500000000.0,,,missing_funding,Healthcare & Life Sciences,Health & Bio,United States,North America,Palo Alto,,3/16/2021,2021.0,2021,,,operating,"Andreessen Horowitz, General Catalyst, NVentures",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2021-03-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Vultr,unicorn_current,CB Insights unicorn list (2026-07),3.5,3500000000.0,,,missing_funding,West Palm Beach,Other / Unknown,United States,North America,San Francisco,,12/18/2024,2024.0,Post-2021,,,operating,AMD Ventures,1.0,,False,False,False,2026-07,,,,,,,,,,,,,2024-12-18,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,1
Indigo Ag,unicorn_current,CB Insights unicorn list (2026-07),3.5,3500000000.0,1000000000.0,1000000000.0,ok_or_missing,Industrials,Hardware & Industrials,United States,North America,Boston,2014.0,9/26/2017,2017.0,Pre-2021,3.0,,operating,"Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co.",3.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2017-09-26,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
HyalRoute,unicorn_current,CB Insights unicorn list (2026-07),3.5,3500000000.0,263000000000.0,263000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,Singapore,Asia,,2015.0,5/26/2020,2020.0,Pre-2021,5.0,,operating,Kuang-Chi,1.0,,False,False,False,2026-07,,,,263000000000.0,,,,,,,,,2020-05-26,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,1
Mirakl,unicorn_current,CB Insights unicorn list (2026-07),3.5,3500000000.0,948000000000.0,948000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,France,Europe,Paris,2011.0,9/22/2020,2020.0,Pre-2021,9.0,,operating,"Elaia Partners, 83North, Felix Capital",3.0,,False,False,False,2026-07,,,,948000000000.0,,,,,,,,,2020-09-22,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Tekion,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,435000000000.0,435000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,United States,North America,Pleasanton,2016.0,10/21/2020,2020.0,Pre-2021,4.0,,operating,"Airbus Ventures, Index Ventures, Advent International",3.0,,False,False,False,2026-07,,,,435000000000.0,,,,,,,,,2020-10-21,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
GoStudent,unicorn_current,CB Insights unicorn list (2026-07),3.5,3500000000.0,685000000000.0,685000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,Austria,Europe,Vienna,2017.0,6/22/2021,2021.0,2021,4.0,,operating,"DN Capital, Left Lane Capital, Coatue Management",3.0,,False,False,False,2026-07,,,,685000000000.0,,,,,,,,,2021-06-22,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Handshake,unicorn_current,CB Insights unicorn list (2026-07),3.5,3500000000.0,434000000000.0,434000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2014.0,5/12/2021,2021.0,2021,7.0,,operating,"Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures",3.0,,False,False,False,2026-07,,,,434000000000.0,,,,,,,,,2021-05-12,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
ChargeBee Technologies,unicorn_current,CB Insights unicorn list (2026-07),3.5,3500000000.0,468000000000.0,468000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,San Francisco,2011.0,4/20/2021,2021.0,2021,10.0,,operating,"Insight Partners, Tiger Global Management, Accel",3.0,,False,False,False,2026-07,,,,468000000000.0,,,,,,,,,2021-04-20,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Unacademy,unicorn_current,CB Insights unicorn list (2026-07),3.44,3440000000.0,789000000000.0,789000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,India,Asia,Bengaluru,2015.0,9/2/2020,2020.0,Pre-2021,5.0,,operating,"Blume Ventures, Nexus Venture Partners, Sequoia Capital India",3.0,,False,False,False,2026-07,,,,789000000000.0,,,,,,,,,2020-09-02,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
MoonPay,unicorn_current,CB Insights unicorn list (2026-07),3.4,3400000000.0,555000000000.0,555000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,Dover,2019.0,11/22/2021,2021.0,2021,2.0,,operating,"New Enterprise Associates, Coatue Management, Tiger Global Management",3.0,,False,False,False,2026-07,,,,555000000000.0,,,,,,,,,2021-11-22,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Upstox,unicorn_current,CB Insights unicorn list (2026-07),3.4,3400000000.0,54000000000.0,54000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,India,Asia,Mumbai,2010.0,11/29/2021,2021.0,2021,11.0,,operating,"Tiger Global Management, Kalaari Capital",2.0,,False,False,False,2026-07,,,,54000000000.0,,,,,,,,,2021-11-29,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,1
Improbable,unicorn_current,CB Insights unicorn list (2026-07),3.36,3360000000.0,754000000000.0,754000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,United Kingdom,Europe,London,2012.0,5/11/2017,2017.0,Pre-2021,5.0,,operating,"Andreessen Horowitz, SoftBank Group, Temasek Holdings",3.0,,False,False,False,2026-07,,,,754000000000.0,,,,,,,,,2017-05-11,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Youxia Motors,unicorn_current,CB Insights unicorn list (2026-07),3.35,3350000000.0,1000000000.0,1000000000.0,ok_or_missing,Industrials,Hardware & Industrials,China,Asia,Shanghai,2014.0,4/2/2018,2018.0,Pre-2021,4.0,,operating,"China Environmental Protection Industry, China Fortune Ocean",2.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2018-04-02,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,1
Starburst,unicorn_current,CB Insights unicorn list (2026-07),3.35,3350000000.0,414000000000.0,414000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Boston,1999.0,1/6/2021,2021.0,2021,22.0,,operating,"Index Ventures, Coatue Management, Andreessen Horowitz",3.0,,False,False,False,2026-07,,,,414000000000.0,,,,,,,,,2021-01-06,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Together AI,unicorn_current,CB Insights unicorn list (2026-07),3.3,3300000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,,3/13/2024,2024.0,Post-2021,,,operating,"Definition Capital, Long Journey Ventures, Lux Capital",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2024-03-13,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Sila,unicorn_current,CB Insights unicorn list (2026-07),3.3,3300000000.0,,,missing_funding,Industrials,Hardware & Industrials,United States,North America,Alameda,,4/16/2019,2019.0,Pre-2021,,,operating,"Bessemer Venture Partners, Sutter Hill Ventures, Matrix Partners",3.0,,True,False,False,2026-07,,,,,,,,,,,,,2019-04-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Tabby,unicorn_current,CB Insights unicorn list (2026-07),4.5,4500000000.0,,,missing_funding,Financial Services,Fintech,Saudi Arabia,Asia,Riyadh,,11/1/2023,2023.0,Post-2021,,,operating,"Arbor Ventures, STV, Global Founders Capital",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2023-11-01,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Komodo Health,unicorn_current,CB Insights unicorn list (2026-07),3.3,3300000000.0,314000000000.0,314000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,United States,North America,New York,2014.0,5/22/2020,2020.0,Pre-2021,6.0,,operating,"Andreessen Horowitz, IA Ventures, Felicis Ventures",3.0,,False,False,False,2026-07,,,,314000000000.0,,,,,,,,,2020-05-22,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Kurly,unicorn_current,CB Insights unicorn list (2026-07),3.3,3300000000.0,770000000000.0,770000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,South Korea,Asia,Seoul,2014.0,7/9/2021,2021.0,2021,7.0,,operating,"Sequoia Capital China, DST Global, DST Global",3.0,,False,False,False,2026-07,,,,770000000000.0,,,,,,,,,2021-07-09,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Cars24,unicorn_current,CB Insights unicorn list (2026-07),3.3,3300000000.0,1000000000.0,1000000000.0,ok_or_missing,Industrials,Hardware & Industrials,India,Asia,Gurgaon,2015.0,11/24/2020,2020.0,Pre-2021,5.0,,operating,"Moore Strategic Ventures, DST Global, Sequoia Capital India",3.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2020-11-24,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Spring Health,unicorn_current,CB Insights unicorn list (2026-07),3.3,3300000000.0,296000000000.0,296000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,United States,North America,New York,2016.0,9/16/2021,2021.0,2021,5.0,,operating,"Rethink Impact, Work-Bench, RRE Ventures",3.0,,False,False,False,2026-07,,,,296000000000.0,,,,,,,,,2021-09-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Judi Health,unicorn_current,CB Insights unicorn list (2026-07),3.25,3250000000.0,,,missing_funding,Healthcare & Life Sciences,Health & Bio,United States,North America,Jersey City,,3/21/2024,2024.0,Post-2021,,,operating,"General Catalyst, B Capital",2.0,,False,False,False,2026-07,,,,,,,,,,,,,2024-03-21,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,1
Black Forest Labs,unicorn_current,CB Insights unicorn list (2026-07),3.25,3250000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,,12/1/2025,2025.0,Post-2021,,,operating,"Salesforce Ventures, Andreessen Horowitz, AMP",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2025-12-01,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Vercel,unicorn_current,CB Insights unicorn list (2026-07),3.25,3250000000.0,313000000000.0,313000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2015.0,6/23/2021,2021.0,2021,6.0,,operating,"CRV, Accel, Google Ventures",3.0,,False,False,False,2026-07,,,,313000000000.0,,,,,,,,,2021-06-23,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Dadi Cinema,unicorn_current,CB Insights unicorn list (2026-07),3.24,3240000000.0,154000000000.0,154000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,China,Asia,Shenzhen,2006.0,5/11/2016,2016.0,Pre-2021,10.0,,operating,Alibaba Pictures Group,1.0,,False,False,False,2026-07,,,,154000000000.0,,,,,,,,,2016-05-11,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,1
Aiven,unicorn_current,CB Insights unicorn list (2026-07),3.21,3210000000.0,210000000000.0,210000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,Finland,Europe,Helsinki,2016.0,10/18/2021,2021.0,2021,5.0,,operating,"Institutional Venture Partners, Atomico, Earlybird Venture Capital",3.0,,False,False,False,2026-07,,,,210000000000.0,,,,,,,,,2021-10-18,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Thumbtack,unicorn_current,CB Insights unicorn list (2026-07),3.2,3200000000.0,698000000000.0,698000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,San Francisco,2008.0,9/29/2015,2015.0,Pre-2021,7.0,,operating,"Tiger Global, Sequoia Capital, Google Capital",3.0,,False,False,False,2026-07,,,,698000000000.0,,,,,,,,,2015-09-29,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Cedar,unicorn_current,CB Insights unicorn list (2026-07),3.2,3200000000.0,326000000000.0,326000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,United States,North America,New York,2016.0,3/9/2021,2021.0,2021,5.0,,operating,"Thrive Capital, Founders Fund, Cocnord Health Partners",3.0,,True,False,False,2026-07,,,,326000000000.0,,,,,,,,,2021-03-09,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Origin Quantum,unicorn_current,CB Insights unicorn list (2026-07),3.1,3100000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,China,Asia,Hefei,,6/7/2026,2026.0,Post-2021,,,operating,"CASVC Investment, China Internet Investment Fund, Hefei Hi-Tech Investment",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2026-06-07,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Eruditus Executive Education,unicorn_current,CB Insights unicorn list (2026-07),3.1,3100000000.0,591000000000.0,591000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,India,Asia,Mumbai,2010.0,8/12/2021,2021.0,2021,11.0,,operating,"Sequoia Capital India, Softbank, Bertelsmann India Investments",3.0,,False,False,False,2026-07,,,,591000000000.0,,,,,,,,,2021-08-12,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
K2 Space,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,,,missing_funding,Industrials,Hardware & Industrials,United States,North America,Torrance,,12/11/2025,2025.0,Post-2021,,,operating,"Redpoint Ventures, Alpine Space Ventures",2.0,,False,False,False,2026-07,,,,,,,,,,,,,2025-12-11,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,1
Parloa,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,Germany,Europe,Berlin,,05/06/2025,2025.0,Post-2021,,,operating,Altimeter Capital,1.0,,False,False,False,2026-07,,,,,,,,,,,,,2025-05-06,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,1
Replit,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,,4/25/2023,2023.0,Post-2021,,,operating,"Andreessen Horowitz, Bloomberg Beta, Reach Capital",3.0,,True,False,False,2026-07,,,,,,,,,,,,,2023-04-25,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Blockstream,unicorn_current,CB Insights unicorn list (2026-07),3.2,3200000000.0,299000000000.0,299000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,Canada,North America,Vancouver,2014.0,8/24/2021,2021.0,2021,7.0,,operating,"AME Cloud Ventures, Future Perfect Ventures, Blockchain Capital",3.0,,False,False,False,2026-07,,,,299000000000.0,,,,,,,,,2021-08-24,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Decart,unicorn_current,CB Insights unicorn list (2026-07),4.0,4000000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,,8/7/2025,2025.0,Post-2021,,,operating,"Sequoia Capital, Zeev Ventures",2.0,,False,False,False,2026-07,,,,,,,,,,,,,2025-08-07,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,1
Addepar,unicorn_current,CB Insights unicorn list (2026-07),3.25,3250000000.0,676000000000.0,676000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,New York,2009.0,6/15/2021,2021.0,2021,12.0,,operating,"8VC, D1 Capital Partners, Sway Ventures",3.0,,False,False,False,2026-07,,,,676000000000.0,,,,,,,,,2021-06-15,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Innovaccer,unicorn_current,CB Insights unicorn list (2026-07),3.45,3450000000.0,379000000000.0,379000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,United States,North America,San Francisco,2014.0,2/19/2021,2021.0,2021,7.0,,operating,"M12, WestBridge Capital, Lightspeed Venture Partners",3.0,,False,False,True,2026-07,,,,379000000000.0,,,,,,,,,2021-02-19,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Ironclad,unicorn_current,CB Insights unicorn list (2026-07),3.2,3200000000.0,334000000000.0,334000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2014.0,1/18/2022,2022.0,Post-2021,8.0,,operating,"Accel, Sequoia Capital, Y Combinator",3.0,,True,False,True,2026-07,,,,334000000000.0,,,,,,,,,2022-01-18,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Distyl AI,unicorn_current,CB Insights unicorn list (2026-07),1.8,1800000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,,9/22/2025,2025.0,Post-2021,,,operating,Khosla Ventures,1.0,,False,False,False,2026-07,,,,,,,,,,,,,2025-09-22,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,1
Retool,unicorn_current,CB Insights unicorn list (2026-07),3.2,3200000000.0,96000000000.0,96000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2000.0,12/22/2021,2021.0,2021,21.0,,operating,Sequoia Capital,1.0,,True,False,False,2026-07,,,,96000000000.0,,,,,,,,,2021-12-22,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,1
Pomelo Care,unicorn_current,CB Insights unicorn list (2026-07),1.7,1700000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,New York,,1/8/2026,2026.0,Post-2021,,,operating,"Stripes, Andreessen Horowitz, Reform Ventures",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2026-01-08,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
HighRadius,unicorn_current,CB Insights unicorn list (2026-07),3.1,3100000000.0,475000000000.0,475000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,Houston,2006.0,1/7/2020,2020.0,Pre-2021,14.0,,operating,"Susquehanna Growth Equity, Citi Ventures, ICONIQ Capital",3.0,,False,False,False,2026-07,,,,475000000000.0,,,,,,,,,2020-01-07,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Nuvemshop,unicorn_current,CB Insights unicorn list (2026-07),3.1,3100000000.0,628000000000.0,628000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,Brazil,South America,Sao Paulo,2011.0,8/17/2021,2021.0,2021,10.0,,operating,"Kaszek Ventures, Qualcomm Ventures, Accel",3.0,,False,False,False,2026-07,,,,628000000000.0,,,,,,,,,2021-08-17,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Grow Therapy,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,New York,,4/8/2024,2024.0,Post-2021,,,operating,"Goldman Sachs Alternatives, Sequoia Capital",2.0,,False,False,False,2026-07,,,,,,,,,,,,,2024-04-08,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,1
